cell_code,truth
mK0ICZyBh7,EGFR
yRvuuLlRXm,EGFR
a0Kr665jQM,EGFR
NqtvAbHsGe,EGFR
6SFjKhxPSB,EGFR
0LVh2AaofB,EGFR
rq8ae1ZESj,EGFR
Z1JKkGSCmC,EGFR
78ALhX14as,EGFR
h2tmH98yhJ,EGFR
WApNRTq1H9,EGFR
qGn3tOtexh,EGFR
xKHp7jQfQf,EGFR
vGber1R9Vb,EGFR
XAczVANkJA,EGFR
nxu816vhBx,EGFR
EjRUzuhbhP,EGFR
IjIlF41TRW,EGFR
6AM74m2aaa,EGFR
TZp2QorGIM,EGFR
81hDugCGhC,EGFR
RS39H5rUrM,EGFR
zrsZ0hTZgs,EGFR
klqrB6MEFf,EGFR
JbGU8Qzaus,EGFR
TFtenbEq3V,EGFR
KsVVRVMS62,EGFR
ShpcV4uNJ5,EGFR
Oc3XqKuISf,EGFR
6zKWQgX2zc,EGFR
690Yp95sxv,EGFR
Sr6UGtKbJg,EGFR
tp1W552cIa,EGFR
elmCCR7iRZ,EGFR
DiBc35ghEg,EGFR
g4pM0d3bMg,EGFR
SZjWVDt3X2,EGFR
bF1AECV3Si,EGFR
bWObbZNbcD,EGFR
3XCNn9VzWT,EGFR
pk7MOrEad0,EGFR
ucbAR2GMZv,EGFR
elXerqLtmf,EGFR
SemaCG5TFg,EGFR
j3J04Pqwro,EGFR
B3utTLABTe,EGFR
TjXzAu0G5v,EGFR
5wOKrQW3pO,EGFR
iLXjipn0Oe,ROCK
DyMsLX62Ja,ROCK
cylvqszYuy,ROCK
fxF2fZmJ5B,ROCK
5jQcktotrw,ROCK
KdMkaZouP0,ROCK
5dEAyqyiGl,ROCK
DdF2RCJIkI,ROCK
UO9YIHjVb0,ROCK
31fJ0kqH21,ROCK
kH2vPJMTPM,ROCK
8niY0OIwjo,ROCK
idcIlAOw8H,ROCK
atAuJHsakB,ROCK
oSf0G6y4N7,ROCK
bBquE7DxYE,ROCK
SS6R6B4w3v,ROCK
m3gkC9lHOP,ROCK
yHxbHxZ7rX,ROCK
EK18MpfplR,ROCK
ukOe9K5lqL,ROCK
ZYgjyToszE,ROCK
ryvWdll7qe,ROCK
CwxK94IMO0,ROCK
GQQXpRQtZu,ROCK
PyrNLyIOr1,ROCK
n5YADmAGPt,ROCK
CVnw8zCHoD,ROCK
aJsbzDz2mg,ROCK
jlazCBgIv6,ROCK
WwrqidHyYq,ROCK
lfILp6SAZm,ROCK
ROq9SQbcGR,ROCK
cYlBvQ5Sat,ROCK
z4QtUPqeFg,ROCK
xAlTYOXaMM,ROCK
e8WqgUHiqz,ROCK
htMAmav7NG,ROCK
tnZnbad6qV,ROCK
0w8HyJBr9g,ROCK
KRtsnDi4IB,ROCK
FIIOrjAVLo,ROCK
K3651jYoHf,cellcycle
79ID9meAz3,cellcycle
V71OBP0PDy,cellcycle
ZFGN1w0Fnp,cellcycle
I9oJyYbD2R,cellcycle
oNwMRYXLgU,cellcycle
R3pLbR0HmC,cellcycle
WHGlDA3zQT,cellcycle
KNqnGunDSG,cellcycle
mjz9SClxDI,cellcycle
LcZqlV7opl,cellcycle
9CdL43gSRa,cellcycle
I5C82dq8TD,cellcycle
lP5IFh7OUx,cellcycle
QR62OwEq1L,cellcycle
gRHVK0SbZc,cellcycle
TJafg8zq9k,cellcycle
QJQCttKZFG,cellcycle
J2NScqR8TM,cellcycle
6P0h5voMZ8,cellcycle
AdymfuuIo8,cellcycle
v729ieTiCQ,cellcycle
FGpzDnBWH7,cellcycle
bWEKPXHcG2,cellcycle
jgues2H5xh,cellcycle
6ZN80uPPkh,cellcycle
zoUncJ1Klo,cellcycle
L3ipayB2tX,cellcycle
1TaggPCMAR,cellcycle
tM45Pyqvrl,cellcycle
qlu8iOENmG,cellcycle
w5INcLXc9B,cellcycle
0y0tWQXQTG,cellcycle
agtO6avjSs,cellcycle
fJrua0dAsp,cellcycle
C0SePoIjdF,cellcycle
7e9bfGmlsb,cellcycle
Aa6kRLfFYB,cellcycle
uRd02ay1A3,Ca2
cb4ZsXg0Mz,Ca2
igXeIOLfzM,Ca2
9GDqNVcq4A,Ca2
JR9rx1JaAu,Ca2
Mi5UZGcpP1,Ca2
ClG2ftisXR,Ca2
HBGXSTEkBO,Ca2
Wkl4kWqq9y,Ca2
DpMyGT9kcH,Ca2
14pXoUXn6R,Ca2
zEyJ8Punpy,Ca2
QueihlBxo9,Ca2
2RetZbgvmd,Ca2
5YnyTVx86j,Ca2
Qqc79cxFI5,Ca2
kGq2hPnCnv,Ca2
CTtUcHkcAc,Ca2
rR2DyGTmMG,Ca2
oillJ8VXUz,Ca2
ovUqNWxByU,Ca2
lvuvtcstOF,Ca2
GjTcMPbBzb,Ca2
CurRiG6nNx,Ca2
de4xn5Mo8j,Ca2
Uw1k9wbgGb,Ca2
Q2IYyTtwiY,Ca2
RoKodJwP08,Ca2
c6e0QK7rqm,Ca2
yEDg5TacJX,Ca2
fZz6sBtFjq,Ca2
6rzVMlR3SJ,Ca2
PE3sm7CPml,Ca2
0Xt0YysTzx,Ca2
B1PPcuy5us,Ca2
ihVZsxCnjj,Ca2
RPiSD8x0da,Ca2
FwJ5ehj14w,Ca2
ooq2K6nQ8T,Ca2
dVfUK4TxN9,Ca2
nstKBLDbar,Ca2
rFnLOXgyin,Ca2
as6g0hfOOt,Ca2
cDmWvFLS35,EGFR
2EUnjEeX2J,EGFR
mUKAvQs95m,EGFR
Sg1QKIqOkw,EGFR
xjhcU2eus9,EGFR
C8BPyT03MD,EGFR
SkYwc9kvFj,EGFR
Fh1McqMaTV,EGFR
brFA1aLkz3,EGFR
x7icc8H5Sp,EGFR
VzqhjXMlTU,EGFR
YCIc9RCg4M,EGFR
vR8ycQg8ac,EGFR
5OzxCexQtA,EGFR
RrkAcLIbyR,EGFR
6NPXIavdGf,EGFR
RpXsdZfBWF,EGFR
t0dWnuEEIb,EGFR
wDWMCVdNs2,EGFR
qyoyPGvrch,EGFR
r6n58AXugi,EGFR
3tvbCCTkIM,EGFR
qX9SnYCCZs,EGFR
1UcEmd5tla,EGFR
ch4FFJ98bD,EGFR
hy8kE1S2xz,EGFR
T49vFkGRKd,EGFR
L3OhkFgqHg,EGFR
dNMvCClUZW,EGFR
K9gPVJgAlU,EGFR
gUbMkcGsLj,EGFR
eTxWil4OVs,EGFR
QopItcwRgH,EGFR
jgGYTz3Z6l,EGFR
VWhpbg2ufw,EGFR
ct3YQyhDkH,EGFR
cuz56ageJE,EGFR
Nk5kWOAawK,EGFR
3Rcghx2GHa,EGFR
aV7vsN4CsJ,EGFR
fxrLyjoNEs,EGFR
qRL24H9X7z,EGFR
ekS4hnLWHL,EGFR
dYxsBqChEz,EGFR
Lwo2xt8mhi,Ca2
1NDP0lVb6c,Ca2
idXQpZFwQ8,Ca2
E6NqOEUbgU,Ca2
BeBcHLK2M3,Ca2
TI1qKnk4JS,Ca2
OmI3AIGSe4,Ca2
cn5RvuBQl6,Ca2
HCZOSsdQh3,Ca2
5ujXQsaGra,Ca2
D0qE6On4UR,Ca2
zyZbcA0LlY,Ca2
UH2qLQvoUn,Ca2
nkkLFfrZQP,Ca2
tcUmocZ25j,Ca2
B8sizzz9H4,Ca2
kHGXydqmKG,Ca2
y6e3zkSnq6,Ca2
VRt73AJyaA,Ca2
QQipkb3qf6,Ca2
xY4LZEPaWw,Ca2
CBbsUa3WIy,Ca2
xa11gW97K9,Ca2
vdMfZDtnOV,Ca2
EMnp034rhR,Ca2
zmuVhMpZe9,Ca2
64ujGzHRRx,Ca2
lvCSfW2H19,Ca2
1OWPGfOigc,Ca2
DSOW8JXgqN,Ca2
NWox2K6DSF,Ca2
ZpPRfniVzB,Ca2
GVhhY1uKXM,Ca2
Hcb40qGZdw,Ca2
6FtsNAUtrI,Ca2
WXkFLSFA6z,Ca2
JMbSvGf1sH,Ca2
SkXu0QAMNZ,Ca2
v1Ra0j2chT,Ca2
pJniAF9bJE,Ca2
TRc9i2gcGr,Ca2
nXiQ89QM7C,Ca2
YnyESW2xpz,Ca2
5heu3t5Ctn,Ca2
qawarltGxb,Ca2
aKEQSOnj4q,Ca2
i5AynAlQD3,Ca2
8aSBQIYyvP,Ca2
6NXEsyQAVV,Ca2
B56DYcANBP,Ca2
RUbVWuZNQF,Ca2
duPuH6p0zh,Ca2
E5WoUJugqN,Ca2
lO9n9PxbMx,Ca2
Tp8ouXzoam,Ca2
FFk8AtbYhI,Ca2
V6xDbluCy6,Ca2
LyDBxVTfft,Ca2
nqsu3DCUc3,Ca2
hdDTiJ9PFF,Ca2
QRJJf6Otqv,Ca2
TckNKJVtGM,Ca2
uTDgH3qDKE,Ca2
2wCCxawMz5,Ca2
UAHXJBx2WI,Ca2
1MbfC6c7jp,Ca2
5g6VVEOdCO,Ca2
87owIjOHPa,Ca2
semafDfT0w,Ca2
n81QqnW5FG,Ca2
UiAbhYd8GQ,Ca2
7t41DA1lGl,Ca2
Q1q6w5z4TF,Ca2
IMJ5vzTXA9,Ca2
elt0rf9XA4,Ca2
NB1h4sFLFH,Ca2
2jnLxYSFhl,Ca2
4uAPcaAvDb,ROCK
cmhMgjwTNZ,ROCK
6b6uwNwiaw,ROCK
o8dzi16VEH,ROCK
1yXAB50E5z,ROCK
4iyqHCfSq9,ROCK
hZPwTbbi3h,ROCK
DAMebouB9y,ROCK
t3vHmxdDvu,ROCK
qKA7YLd5IP,ROCK
iYD2Dw3rON,ROCK
wlW6XA7g8e,ROCK
XkLAEnESf6,ROCK
3rIQQtmGAf,ROCK
GbnbFSXA7H,ROCK
Dkd7J8Vql2,ROCK
rB7tX8La4P,ROCK
i8qTja3RXY,ROCK
MWMDbhSkEk,ROCK
vygJTc68hW,ROCK
F255BQg9lk,ROCK
L8XlUdh8ym,ROCK
8jx6asRjfk,ROCK
eMmTTb1HdB,ROCK
p33UfCBC5O,ROCK
KuKNzu0xJ1,ROCK
dEQQdLJHRq,ROCK
F93oo5UMLC,ROCK
VRwdAGqX63,ROCK
y6JNMiyoGV,ROCK
blIJGe88YO,ROCK
JxwdPkQtzI,ROCK
0PE8kyT9aT,ROCK
kYYtjXsXSr,ROCK
GTH2nb3E7q,ROCK
ZiGhlMbOeX,ROCK
i3mKLzQQFx,ROCK
DRmX8QeQGC,ROCK
PcFpyEHZDU,ROCK
FQeOwLXoON,ROCK
R69Nn85t6o,ROCK
FVEKTi93iJ,ROCK
v1Pahbxq6X,DNAMetabolism
8SYH3ZvNtq,DNAMetabolism
fTL8pnpr5w,DNAMetabolism
4A1eJWecQZ,DNAMetabolism
inym5l3dfv,DNAMetabolism
fxko45Uhne,DNAMetabolism
ZerlUVBSEi,DNAMetabolism
Qm3FSQwypB,DNAMetabolism
kqDTwqOjyQ,DNAMetabolism
7hhKqXpASA,DNAMetabolism
3iIs9KFE2p,DNAMetabolism
AFz1MOeQA3,DNAMetabolism
YWh5CuNc6d,DNAMetabolism
GMxUzjRNBQ,DNAMetabolism
xxXj9zctZU,DNAMetabolism
xn6UwdVgMv,DNAMetabolism
B4MJfOIUbb,DNAMetabolism
d8506tqWwM,DNAMetabolism
6SvP0RMPNB,DNAMetabolism
OEXP84TQri,DNAMetabolism
6gSFA6Uu5C,DNAMetabolism
eOEoAdzce0,DNAMetabolism
1HcM9q1iVr,DNAMetabolism
R9yeeI3Qaj,DNAMetabolism
aPz5sYdUB2,DNAMetabolism
Hfh8dl6mIW,DNAMetabolism
qzxaoCglGt,DNAMetabolism
bHrvyPUOrs,DNAMetabolism
sEspns94ga,DNAMetabolism
woPVvpPvR4,DNAMetabolism
SCswklnIlT,DNAMetabolism
asrhWijQDo,DNAMetabolism
d59pPVguqa,DNAMetabolism
1WTrjczrDL,DNAMetabolism
f1bkhDeyo7,DNAMetabolism
FdsKQxdsaQ,DNAMetabolism
ROlWEw7ARM,DNAMetabolism
mYwr7hpjEQ,DNAMetabolism
SDuleVGDEm,DNAMetabolism
KnmSEAZzVz,DNAMetabolism
oQkuQXM8hz,DNAMetabolism
xtjw1KeypE,DNAMetabolism
nrIRDEIkSy,DNAMetabolism
bKqVh7iZkK,DNAMetabolism
GO5VuRDctb,DNAMetabolism
R4Y5ZSYP13,cellcycle
norjnnJLv9,cellcycle
QqHy0jMNzq,cellcycle
oR2SVbljzn,cellcycle
htWHJW3AIv,cellcycle
U1iHGnwitk,cellcycle
6Ohdvbeyuh,cellcycle
osP9okGBOe,cellcycle
rd3SayEuc4,cellcycle
SgcM6sbhyr,cellcycle
jtt92Az1GD,cellcycle
UYfwoaOPuY,cellcycle
JjGPVsfUVD,cellcycle
ywbttrQZI4,cellcycle
K8eua2oQub,cellcycle
pzxYL3Umq4,cellcycle
84e4Fng5zp,cellcycle
nABpuuD54Z,cellcycle
p3iZWvgDoN,cellcycle
P9QC0MV4iw,cellcycle
0l2CYBJEzf,cellcycle
k6qnVkgh5K,cellcycle
pCOWkeN0oy,cellcycle
livwL580Cr,cellcycle
oKANJg0G4h,cellcycle
8ioeZXMZ4b,cellcycle
UxGBWW8ucP,cellcycle
ijYRUgL1hH,cellcycle
mEC1PQEmb3,cellcycle
SqtTvCNNZU,cellcycle
B8D5VjdnXo,cellcycle
y9kQecfHZ9,cellcycle
yexSMvq90C,cellcycle
XE191SGcB7,cellcycle
t7yA0axO4F,cellcycle
ws7OHL05Rx,cellcycle
vln9ks1Cx5,cellcycle
CzW9azbYbm,cellcycle
jqiGyQGrMv,DNAMetabolism
b1eow2UUcP,DNAMetabolism
JrfJcmWJMu,DNAMetabolism
4jULWahNJn,DNAMetabolism
zbd3fBq7cv,DNAMetabolism
eLxk4blqLV,DNAMetabolism
3rpoxZaFdJ,DNAMetabolism
7Kml9FCxcV,DNAMetabolism
z4NfvttCiv,DNAMetabolism
Ytf80hhpy0,DNAMetabolism
GA6nD0WMMJ,DNAMetabolism
b4rMowNW7S,DNAMetabolism
rQeRDMqs0C,DNAMetabolism
SurNXYWqIT,DNAMetabolism
r5IKpsk9rj,DNAMetabolism
o0Y2jkqIz1,DNAMetabolism
DIx0Wjvf5S,DNAMetabolism
bKvVlbKh2y,DNAMetabolism
L2mX23ZCpa,DNAMetabolism
nfQ678PIBl,DNAMetabolism
EWJYV8zTOn,DNAMetabolism
ZgQuMw6PZu,DNAMetabolism
Orj0RGtc9n,DNAMetabolism
TSDjHSEGke,DNAMetabolism
caJ3Kx8ce6,DNAMetabolism
g2Km9OAJUw,DNAMetabolism
f4A8nyB0RK,DNAMetabolism
SSviNG8ySQ,DNAMetabolism
EcaKLl8P8x,DNAMetabolism
WrTCnKqAnL,DNAMetabolism
Q2PTAND9xe,DNAMetabolism
fif5A7WwYq,DNAMetabolism
VsK2R0pFQR,DNAMetabolism
HoXuXtFVxj,EGFR
vguI4e0SWj,EGFR
UfbazYfdbF,EGFR
folXZ13rFj,EGFR
LboIc9VZhf,EGFR
ClTccpome3,EGFR
ZnMksfSL62,EGFR
xGtiKOrDPv,EGFR
hVe8af8fgG,EGFR
I3feUHDMEp,EGFR
iXJpbMhFo4,EGFR
2EhxKj3WX7,EGFR
zrNolKTq7F,EGFR
tKfC0qQbq1,EGFR
T4Edg4GOi4,EGFR
a2BxC9gP5v,EGFR
fe5igTniVA,EGFR
NWqt2DnXXP,EGFR
7fD1Tq8AiD,EGFR
PVJMksIAjV,EGFR
Sv0EVQ9QPd,EGFR
9PxUNJKBPe,EGFR
yq7sDKqFi5,EGFR
wxh0JSKnlI,EGFR
1McRVLA2CF,EGFR
J4xiuUkj58,EGFR
PLSWuSFBgN,EGFR
36vGKVlR9I,EGFR
6vYvk2Sxmc,EGFR
zgqAzDDlBA,EGFR
vWJUqMewcX,EGFR
YPkkuUTYdr,EGFR
grZs7U5Grq,EGFR
gF6Mt0PvF2,EGFR
qHEEqV1j9C,EGFR
PwAcpylgC7,EGFR
q2aAenh0TA,EGFR
yfwq49wdUZ,EGFR
zQA1X3tRCJ,EGFR
pPwLo9HSdd,EGFR
GuYqdFtXGF,EGFR
Rf0W7Zi5wO,EGFR
g6oZ0mUHlT,EGFR
4F5d4yeDWj,DNAMetabolism
GLGJTgIVGv,DNAMetabolism
uO41mfccNR,DNAMetabolism
cLTrkVkfUv,DNAMetabolism
yu7qjZzp6s,DNAMetabolism
Qrfl1P58nY,DNAMetabolism
wFVcVjaU4C,DNAMetabolism
zAm9eD7sgy,DNAMetabolism
PI1zsXh1y4,DNAMetabolism
cPVUN2zB9O,DNAMetabolism
Ol7f6APX4s,DNAMetabolism
Jy2IRdn5GS,DNAMetabolism
1ioATHL2L8,DNAMetabolism
SIhmkOhQJX,DNAMetabolism
RItikonfs7,DNAMetabolism
acWL73cgKh,DNAMetabolism
KwU268G0fj,DNAMetabolism
sYPYWR93SI,DNAMetabolism
CKyaXfUK18,DNAMetabolism
lcCHGLg2uB,DNAMetabolism
F3a0QfzbId,DNAMetabolism
pHKCamVkV9,DNAMetabolism
2KLX2jGOaC,DNAMetabolism
YX2GTd0QDU,DNAMetabolism
WliOG02jom,DNAMetabolism
YnuiPWJ0c3,DNAMetabolism
8aDYRkzUwf,DNAMetabolism
YGaOX0RUDQ,DNAMetabolism
eKEXkKIFad,DNAMetabolism
mlgHQBvudE,DNAMetabolism
cjuyBbUg7o,DNAMetabolism
EkTaKd36o6,DNAMetabolism
FDMyLMJHdl,DNAMetabolism
mLMSj8VVUQ,DNAMetabolism
nstJ8pIZ59,DNAMetabolism
rvJrFUSsRc,CDK
Q1z0UGJa85,CDK
DqhVcefqog,CDK
bxyxmoakrW,CDK
W2lUQEYkUQ,CDK
nT7oV7yKgI,CDK
MLJwAMFGfw,CDK
37dOeJxjBJ,CDK
rMxcDLxWIM,CDK
LBKuvGOoe8,CDK
ojYjkayGgn,CDK
NQlszKOPuV,CDK
DYLhcQoVvE,CDK
rPedJTpmTB,CDK
dIxyXzFPat,CDK
XpqVXnj2Qp,CDK
uiD3nzzQEu,CDK
sIGd6r0JP9,CDK
FxnH4g4ec0,CDK
OLrqUrNuls,CDK
3hm7WmH9w6,CDK
7VXuqgrZiu,CDK
dGdSuaDGhW,CDK
5wmmtQ8RMw,CDK
6PzoN3zNwg,CDK
tGaxdfxAa1,CDK
3r7KPZ5HRY,CDK
MYMhulFq0D,CDK
Dxfs6zLlOk,CDK
bFwHThEZdU,CDK
stzdyQtalF,CDK
pDdSqAlThd,CDK
A6FXs8Suzd,CDK
FXWZ8E0nXr,CDK
9KTy0XC4pg,CDK
oJZSvpOs0R,CDK
mZomrQUoCE,CDK
qfcQAviqmt,CDK
9KlWPoBFUG,ROCK
68yQ0A6XaK,ROCK
SuJU8pXl3S,ROCK
nkAkKYLa4s,ROCK
6Wu4B8DEH5,ROCK
nBlhz0Pv7E,ROCK
gacllt3BWy,ROCK
qEaULQprqT,ROCK
QQqYrSQQIW,ROCK
igA2i2q15h,ROCK
WYrIWSsUJc,ROCK
sxExvW5rJy,ROCK
o9tW3EFsnD,ROCK
3CY95pyX1O,ROCK
Y4lrwFIcQS,ROCK
uXCpG1w9IV,ROCK
7WP14zsm1P,ROCK
nUgA5bHCun,ROCK
tig5LjbTqF,ROCK
iu1SkKGFkW,ROCK
1UNMTe0LVR,ROCK
l9bySczJTb,ROCK
5OmyoXYC8J,ROCK
FfD0FHkerM,ROCK
PQk7Hqkijo,ROCK
ZKg5rP2nDU,ROCK
pELY3dczpD,ROCK
Yb6s1fKHCE,ROCK
86EfHEbQDz,ROCK
Cc31wrNhd9,ROCK
t8OgmtfA0x,ROCK
05LHra149t,ROCK
84bQStS64R,ROCK
Cy9pFNPOkP,ROCK
8LMtFtmpBR,ROCK
OzjgbHfszg,ROCK
hEIlSDKJIJ,ROCK
ZYwldvLniz,ROCK
t8t2VJ2i5d,ROCK
CIk5zaXiSy,ROCK
bkAgj5JKee,ROCK
CSprswdWe9,EGFR
weXnk7w0be,EGFR
Fuf5lIs9xR,EGFR
0ejyx48GQP,EGFR
HGKgK0BRY1,EGFR
oGqPHz2duM,EGFR
Yr4r1Q4p2F,EGFR
u8UaqvSHfZ,EGFR
wIOjCK6ICY,EGFR
hkdTDDL93W,EGFR
SIWjPMKiKD,EGFR
IbNJJShyiC,EGFR
oIFBSEgmnr,EGFR
keKABn3nTH,EGFR
ihmGLhRgBI,EGFR
IDovlKWfep,EGFR
gtqXfgKGGK,EGFR
HI6wcrlIvI,EGFR
xEYqv4FZ6d,EGFR
4CXIeLHrKD,EGFR
jG10Xh4S6i,EGFR
LZWztn2Gqi,EGFR
9TuyMl7zFl,EGFR
8Y1FBJcyqP,EGFR
tNGwwywRxY,EGFR
O7xfCvxabH,EGFR
CsiPwqfxLc,EGFR
ff1f547qC2,EGFR
aEDxB5R18L,EGFR
sZCk3Lnm3Q,EGFR
ujxWsLLhs9,EGFR
7uKXZUhBbj,EGFR
DwoiLoNKPe,EGFR
wC5f8Blag6,EGFR
pVbx4ccByB,EGFR
C0CcUyP1f9,EGFR
5jLpao7whp,EGFR
L111PvyYt4,EGFR
EvY4wFLVIn,EGFR
FhV3zAkyRo,EGFR
IOaWFFYZ0s,EGFR
HdB8Ed9FMU,EGFR
frBHI5SrTK,rac1
qkrSrC4Nei,rac1
xjJordFCl3,rac1
1tvemrLkMm,rac1
OOr9SvWTee,rac1
26fdDo0mzd,rac1
iboyWI1H54,rac1
K1lpIqFadH,rac1
VsMvFWmGPd,rac1
0OLfhXNiNr,rac1
R2ORUxajvi,rac1
zBPHop2Moo,rac1
qCCNoGDrDF,rac1
LIlVSJMF0u,rac1
Ngna7yukA1,rac1
vwdVgdw7Al,rac1
OV5E2IiNuO,rac1
adveVmfSPN,rac1
BowNMFJqqb,rac1
87dCTp1wwi,rac1
1VBmtIcJUG,rac1
CM4IfIAdKA,rac1
pukLvj020r,rac1
q00lpxt2dv,rac1
RS8DxZVj8c,rac1
SmZ8ooCQN7,rac1
91eKxU6TTT,rac1
sjC42rSqbO,rac1
fENrjXL7wj,rac1
w1aI6YHXc7,ROCK
dH1vjlBpgG,ROCK
h6cuq1z7sz,ROCK
1eUInkXndf,ROCK
PGrsrepdkR,ROCK
l2XGoctyUy,ROCK
GtrWwgrsv5,ROCK
iLL8GaQoFs,ROCK
Zq2bBypACP,ROCK
4L9fhVFupN,ROCK
rjhszGXzMh,ROCK
9TxlHJ9V9m,ROCK
XbJtevNbOY,ROCK
ZrgaX2w8DX,ROCK
39gQCPL7wD,ROCK
JOnnQ1NSft,ROCK
x83D1WSY3t,ROCK
23lVUxpNbb,ROCK
Ycx4HM6Cfi,ROCK
PlRbihGH9t,ROCK
2L0UBG4BAI,ROCK
5CQmwjIVca,ROCK
fIkQzR9Zzc,ROCK
vMKDX2fKeX,ROCK
HJIqERT3Mw,ROCK
N3RGUb52LK,ROCK
FcGJV5znHe,ROCK
fuiQCh6UWu,ROCK
kQOn7QbIXx,ROCK
RyH1YAI0eh,ROCK
dnXh35uap5,ROCK
Qhyd2fQKlr,ROCK
I4DpGCTfFi,ROCK
ftuDx6QQTi,ROCK
2FTA1Zj9Tf,ROCK
yh3M6BroBu,ROCK
9sb2Tm2AZu,ROCK
YAHAZg3LeF,ROCK
IbWkiBXBsZ,ROCK
nj2uTKAj2Q,ROCK
6VUDVq7drd,ROCK
BbJuNHJTnP,ROCK
nMxL2RMqCs,ROCK
oxZPGHH9us,ROCK
08b16o0cKI,ROCK
vjpa1XdYNW,ROCK
u4A6OfnIbP,DNAMetabolism
jtfuDGfzjE,DNAMetabolism
pKXhRBQ8MH,DNAMetabolism
ERdD7s6NvU,DNAMetabolism
YjiRCNq7pt,DNAMetabolism
4GUHtvb91G,DNAMetabolism
7zMop0ZGU7,DNAMetabolism
zJ00ktw2tN,DNAMetabolism
nFib0yB1uD,DNAMetabolism
VKbkEDkdcr,DNAMetabolism
HW1hUaQCRu,DNAMetabolism
F5DETVADv2,DNAMetabolism
C6PiKcD7pj,DNAMetabolism
lRyDYqipdE,DNAMetabolism
eQ8XLF7Inu,DNAMetabolism
kiL6JAjQbN,DNAMetabolism
BkJthNU4kt,DNAMetabolism
w3ZynWgcNJ,DNAMetabolism
BuFwru0s8G,DNAMetabolism
L3ymnKhUIw,DNAMetabolism
o1gDlLic9U,DNAMetabolism
WhSQNSXfEL,DNAMetabolism
wotejcoH3y,DNAMetabolism
akv1oepz3Z,DNAMetabolism
6X69Ga13K0,DNAMetabolism
kSGGMhjlBR,DNAMetabolism
QJOlmqHKXW,DNAMetabolism
Fl2WFfPaHZ,DNAMetabolism
9ruTAfnXhe,DNAMetabolism
437uf4I9F0,DNAMetabolism
46yGaiD6CI,DNAMetabolism
Szoxnkj30E,DNAMetabolism
Q91SJTDrn1,DNAMetabolism
l8UQ2ZpCtC,DNAMetabolism
JQsvDA1OMp,DNAMetabolism
zPPndzLuMh,cellcycle
sqso5JF3Oq,cellcycle
DxRaUA8if1,cellcycle
lUxbio3Z1L,cellcycle
L4R2NtsYnS,cellcycle
10VxPfbEYM,cellcycle
PgoFp8QjNg,cellcycle
aO0Kc7cvum,cellcycle
LQEJrwrg1u,cellcycle
uDYrgI2pJ8,cellcycle
WcPaQNiKaI,cellcycle
tCPBUtB9QY,cellcycle
ewsuSvpajw,cellcycle
vXzFXRkjsb,cellcycle
fWm2Tg8r4b,cellcycle
LEm3rFlxkp,cellcycle
QaODqg6kmf,cellcycle
LxnrxyfipW,cellcycle
43ESZuq9JZ,cellcycle
M7mcVEulDy,cellcycle
qLVO86vVMc,cellcycle
ObOzeCyEEF,cellcycle
kIUIiFBgJy,cellcycle
Za0myPqEQ9,cellcycle
9EmxKH37gC,cellcycle
s7ymtdHeZq,cellcycle
5ziAVY8HLg,cellcycle
9UXVCal4mK,cellcycle
DtTLp4Gv7V,cellcycle
8bUtt8Nzyn,cellcycle
bX5B5U1EQ5,cellcycle
P4Qa7DpZqM,cellcycle
y9m3DcBswQ,cellcycle
SV8N6cSqxe,cellcycle
7scMh6ml9q,cellcycle
OcUZBZaXSJ,cellcycle
sgUzAVS2t6,cellcycle
bmYqmrSuVL,cellcycle
qMT9E0mZdQ,cellcycle
BopYzdkwWl,cellcycle
I2oVQRyg75,cellcycle
aUYWnxjSsV,cellcycle
Emf61L8X9p,cellcycle
TqQoTa9ycD,cellcycle
wlD2qlvq46,cellcycle
WKcuMLDRuv,cellcycle
j6kearpvvR,cellcycle
P6RyzN5kB5,cellcycle
HQIjQUE2sD,cellcycle
FURBoBGKTs,cellcycle
WZpgp2q315,EGFR
dGGwhW0bZB,EGFR
obf8mfY5tI,EGFR
aEMKOXTxhT,EGFR
kMs7zqOYVJ,EGFR
di31teXRbx,EGFR
v40AqvBpwF,EGFR
Y2WTh1N1e7,EGFR
cqGX6fB9dt,EGFR
baPm7kRqZG,EGFR
l1pGaY8j3q,EGFR
sRCJlYOQjl,EGFR
jBQEOJKcpT,EGFR
AyOPW5vtP8,EGFR
UIWe1eeu8U,EGFR
utKKN9j3Xf,EGFR
ZGX7CCB8Ld,EGFR
pqMRLn7XKK,EGFR
qr1yrrSdVY,EGFR
Ec0oLqWMc6,EGFR
dwB550ahgM,EGFR
K7nUPO1Icy,EGFR
LGl46pneU3,EGFR
cN3sNAlfwK,EGFR
c0yFbwT4AF,EGFR
75PibgMnbr,EGFR
Snc9CNQd3s,EGFR
Dd5gyqOYdt,EGFR
OSAa0NAELp,EGFR
AcvvOz0wSP,EGFR
TRy4wzIAxm,EGFR
NPvLN1BKv1,EGFR
Qi0h52GGvq,EGFR
VsIQ95ZP1J,EGFR
b1bnQ3q5WA,EGFR
UkQSswsFXc,EGFR
02c3TShIwK,EGFR
uihxf3vMS4,EGFR
B9MI6MFB2z,EGFR
q3e7TLnVsL,EGFR
cUDZPkozak,EGFR
dOK7tYiz0m,EGFR
MfqcdKbaOH,EGFR
DT2ZPbcBRb,EGFR
Myv7ZBcmTl,EGFR
